"Country",Latitude,Longitude,"SiteID","SiteName"
"France",44.01,5.17,"S1759"," Grotte d'Unang"
"France",49.32,-1.69,"S1760","DUNES DE LINDBERG"
"Great Britain",53.51,-1.7934,"S1761","Dunford Bridge"
"Great Britain",55.9645,-4.9387,"S1762","Dunloskin Wood"
"Great Britain",55.997,-4.3528,"S1763","Duntreath"
"Germany",51.29,12.06,"S1766","Dürrenberg"
"Netherlands",53.0519,6.23,"S1767","Duurswoude-Oud Leger"
"Netherlands",53.0636,6.2367,"S1768","Duurswoude"
"Germany",53.6833,10.56,"S1769","Duvensee"
"Great Britain",52.247,-0.760808,"S1771","Earl's Barton"
"Great Britain",51.3934,-1.908,"S1772","Easton Down"
"Great Britain",52.6063,1.2672,"S1773","Eaton Heath"
"Germany",48.886,9.0019,"S1774","Eberdingen-Hochdorf"
"France",48.69,4.69,"S1776","Ecriennes, la Folie fosse 15"
"Netherlands",52.0303,5.6031,"S1777","Ede-Maanderbuurt"
"Netherlands",52.04,5.666,"S1778","Ede, Hotel Bosbeek"
"Netherlands",53.0667,6.4,"S1779","Een"
"Netherlands",51.3667,5.3167,"S1780","Eersel-Panberg"
"Netherlands",52.8273,6.10492,"S1781","Eeserveld"
"Netherlands",53.0167,6.7333,"S1782","Eext-Hooidijk"
"Netherlands",53.0161,6.7336,"S1783","Eext, Bergakkers"
"Netherlands",53.0162,6.7337,"S1784","Eext, Galgwandenveen"
"Netherlands",53.02,6.73,"S1785","Eext, Kerkweg"
"Netherlands",53.0163,6.7338,"S1786","Eext, Ketenberg"
"Netherlands",53.0164,6.7339,"S1787","Eext, Schaapdijksweg"
"Netherlands",53.0165,6.34,"S1788","Eext"
"Germany",51.94,11.42,"S1789","Egeln 25"
"Germany",51.94,11.42,"S1790","Egeln, Galgenberg"
"Germany",51.94,11.42,"S1791","Egeln, Mühlenbreite"
"Germany",48.4105,9.92306,"S1795","Blaustein-Ehrenstein"
"Great Britain",57.4677,-7.3492,"S1796","Eilean"
"Germany",52.14,11.22,"S1798","Eilsleben"
"Germany",51.82,9.86,"S1801","Einbeck, Kühner Höhe"
"Belgium",51.41,4.96,"S1802","Eindegoorheide"
"Germany",52.14,10.82,"S1803","Eitzum 2"
"Germany",52.14,10.82,"S1804","Eitzum"
"Germany",52.23,11.62,"S1816","Elbeu"
"Netherlands",51.8744,4.48055,"S1817","Elderslo"
"Sweden",55.5631,12.95,"S1819","Elinelund"
"Germany",54.32,10.133,"S1820","Kiel-Ellerbek"
"Germany",54.31,10.17,"S1821","Ellerbek"
"France",42.6,2.97,"S1822","Elne Vigne canut"
"Netherlands",52.95,6.22,"S1823","Elsloo-Tronde"
"Netherlands",50.9486,5.775,"S1824","Elsloo"
"Ireland",51.96,-10.26,"S1826","Emlagh Bog Embayment"
"Netherlands",52.7805,6.9309,"S1827","Emmen-Angelslo"
"Netherlands",52.8058,6.99986,"S1828","Emmererfscheidenveen"
"France",43.35,2.97,"S1829","ENCOMBRES"
"Belgium",50.5827,5.4047,"S1833","Engis"
"Germany",48.82,10.57,"S1835","Enkingen"
"France",43.0166,1.199,"S1836","Enlène"
"France",42.5167,1.86667,"S1838","ENVEIG"
"Germany",51.0224,10.992,"S1840","Erfurt-Gispersleben"
"Germany",50.95,11.06,"S1841","Erfurt"
"Germany",48.56,12.16,"S1842","Ergolding, Fischergasse"
"Netherlands",52.2981,5.6226,"S1844","Ermelo Romeins Marskamp"
"Netherlands",52.3002,5.6289,"S1846","Ermelose Heide"
"Germany",50.96,10.88,"S1847","Ermstedt"
"France",44.73,1.8,"S1848","ESCABASSES"
"France",50.3851,3.26424,"S1850","ESCAUDAIN"
"Switzerland",47.2421,8.92204,"S1851","Eschenbach"
"France",44.47,1.58,"S1852","Esclauzels, grotte du Noyer"
"Great Britain",54.3139,-3.40665,"S1853","Eskmeals"
"France",45.0461,3.86606,"S1854","  Les Rivaux, Espaly Saint Marcel"
"France",44.52,4.82,"S1855","ESPELUCHE-LALO"
"France",49.0295,3.3743,"S1856","Essomes sur Marne"
"France",50.5161,1.63879,"S1859","Etaples, Les Sabline"
"Great Britain",51.4934,-0.6314,"S1860","Eton Wick"
"France",49.91,2.24,"S1861","ETOUVIE"
"Netherlands",51.95,4.11662,"S1862","Europoort"
"Sweden",58.24,11.47,"S1864","Evensås, Skaftö"
"Switzerland",46.025,7.48091,"S1867","Evolène-Arolla - Ouartsé-les-Jouttes"
"Netherlands",52.8667,6.9,"S1868","Exloerveen"
"Sweden",55.59,12.96,"S1870","Fågelbacken"
"Sweden",58.66,16.41,"S1871","Fagervik"
"Sweden",55.9,13.41,"S1873","Fairyhill"
"Switzerland",47.3714,8.63895,"S1876","Fällanden"
"Sweden",55.75,12.98,"S1877","Fårabacken"
"Great Britain",52.4203,-0.762609,"S1878","Faraday Road"
"France",46.44,2.47,"S1883","FAVERDINES"
"Germany",54.28,9.1333,"S1886","Fedderingen Wurth"
"Germany",51.19,10.44,"S1887","Felchta"
"Switzerland",47.2391,8.78357,"S1888","Feldbach"
"Switzerland",47.2756,8.62114,"S1889","Feldmeilen-Vorderfeld"
"Germany",48.2803,9.651,"S1891","Ehingen-Mühlen \"Felsställe\""
"France",49.1833,3.4667,"S1892","Ferme de Chinchy"
"Belgium",50.51,4.04,"S1893","Ferme de l' Hosté"
"Ireland",52.1764,-10.4556,"S1896","Ferriter's Cove"
"Great Britain",56.2767,-2.5871,"S1898","Fife Ness"
"Great Britain",54.7301,-1.2623,"S1901","Filpoke Beacon"
"Great Britain",51.7048,-0.007,"S1908","Fisher's Green"
"Belgium",51.13,3.41,"S1910","Flabaert"
"Great Britain",50.708,-2.4191,"S1911","Flagstones"
"Germany",53.02,14.16,"S1912","Flemsdorf"
"Great Britain",49.9898,-5.219,"S1913","Flint scatter and features 1"
"Great Britain",51.7541,-0.0019,"S1914","Flint scatter in peat 2"
"Germany",54.25,10.06,"S1915","Flintbek"
"Great Britain",54.2159,-0.4141,"S1916","Flixton"
"Germany",53.66,8.817,"S1917","Flögeln"
"France",44.28,3.53,"S1918","Florac La Fajole"
"France",45.3,2.59,"S1923","FO"
"Germany",48.5171,10.051,"S1924","Fohlenhaus"
"France",44.477,1.968,"S1925","Grotte de Foissac (Jonquieres)"
"Belgium",50.66,5.46,"S1926","Fond Chenai"
"Denmark",55.05,14.91,"S1928","Fonghöj"
"France",45.9036,-0.309184,"S1932","FONT-BELLE"
"France",45.46,6.51,"S1933","FONTAINE LE PUITS"
"France",46.6662,5.7935,"S1936","Fontenu, Lac Chalain"
"France",44.55,1.63,"S1938","Fontfaures"
"France",43.3,2.34,"S1940","Abri de Font-Juvénal"
"Great Britain",51.3993,-1.2812,"S1942","food processing activity"
"Great Britain",56.7354,-2.5463,"S1944","Fordhouse Barrow"
"France",43.81,4.37,"S1947","FORUM KINEPOLIS"
"Great Britain",52.7615,-3.0819,"S1950","Four Crosses"
"Great Britain",53.1833,-1.85,"S1951","Fox Hole Cave"
"Great Britain",51.5659,-4.08908,"S1952","Foxhole Cave, Gower"
"France",47.34,-2.87,"S1953","Hoedic"
"Austria",47.48,16.6,"S1955","Frankenau"
"Austria",48.67,15.63,"S1956","Frauenhofen"
"Switzerland",47.2044,8.75593,"S1957","Freienbach"
"France",44.87,4.08,"S1958","Freycinet-La-Cuche, Longetraye"
"Sweden",56.183,14.858,"S1959","Fridhem"
"Germany",50.3333,8.75,"S1960","Friedberg"
"Germany",52.75,12.53,"S1961","Friesack 4"
"Germany",52.75,12.53,"S1962","Friesack"
"France",44.13,5.96,"S1963","FRIGOURAS"
"Germany",51.0561,6.57635,"S1964","Frimmersdorf 122"
"Sweden",58.05,12.75,"S1965","Frotorp"
"Germany",54.42,9.4,"S1966","Fuchsberg"
"Great Britain",51.091,-1.7272,"S1967","Fussel's Lodge"
"France",43.5147,3.27,"S1968","Gabian, La Resclauze"
"France",45.78,3.15,"S1972","GANDAILLAT"
"Denmark",57.28,18.62,"S1974","Gannor"
"France",43.45,5.45,"S1977","GARDANNE"
"Great Britain",56.11,-3.93,"S1978","Garden"
"France",44.83,0.73,"S1979","Gare de Couze"
"Great Britain",55.7229,-3.4306,"S1980","Garvald Burn"
"Germany",51.0667,6.5,"S1981","Garzweiler"
"Netherlands",53.0022,6.8533,"S1982","Gasselte, Boerveen"
"Great Britain",51.5153,-1.1352,"S1983","Gatehampton Farm"
"Germany",51.82,11.28,"S1984","Gatersleben"
"France",47.6909,-3.35563,"S1986","Gavres, Goerem Mesolithic Burial"
"France",46.06,5.4,"S1988","Gay"
"France",43.29,2.4,"S1991","Gazel Grotte"
"France",45.87,-0.73,"S1992","Geay, La Pierre St Louis"
"Netherlands",51.4333,5.5666,"S1994","Geldrop 3-1"
"Netherlands",51.4333,5.5666,"S1995","Geldrop 3-2 East"
"Netherlands",51.39,5.5,"S1996","Geldrop-Aalsterhut"
"Netherlands",51.4237,5.554,"S1997","Geldrop"
"Switzerland",46.2071,6.14182,"S1999","Genève - Saint-Gervais"
"France",46.35,6.46,"S2000","LE GENEVRAY"
"Netherlands",51.6936,5.9728,"S2001","Gennep"
"Great Britain",53.1019,-3.5281,"S2002","Geometric industry under BA cairn"
"Germany",48.8,9.06,"S2003","Gerlingen"
"France",48.9965,2.94942,"S2004","Germigny L'eveque Les Maillets"
"Ireland",52.5196,-8.5304,"S2005","Geroid Island"
"Great Britain",53.22,0.14,"S2010","Giant's Hills 2"
"Great Britain",53.25,0.1667,"S2011","Giants' Hills"
"Netherlands",53.0057,6.7636,"S2012","Gieten"
"France",47.2,6.62,"S2013","Gigot"
"Netherlands",52.0333,5.73333,"S2016","Ginkelse Heide"
"France",43.712,7.272,"S2017","GIRIBALDI CIMIEZ CARABACEL"
"Germany",52.04,7.65,"S2020","Gittrup"
"Sweden",55.57,14.27,"S2023","Gladsax 8"
"Germany",53.37,14.27,"S2024","Glasow"
"Great Britain",55.947,-5.9758,"S2025","Glenbatrick"
"Ireland",54.3052,-9.458,"S2026","Glenulra"
"Great Britain",55.8859,-5.2031,"S2027","Glenvoidean"
"Netherlands",53.13,6.63,"S2028","Glimmer   "
"Netherlands",53.13,6.63,"S2029","Glimmer Es"
"Germany",54.06,12.51,"S2030","Gnewitz"
"Germany",49.83,8.5,"S2032","Goddelau"
"France",48.99,6.22,"S2034","GOIN"
"Sweden",58.183,13.4,"S2035","Gökhem"
"Great Britain",51.5328,-2.9228,"S2036","Goldcliff West"
"Great Britain",51.5328,-2.9199,"S2037","Goldcliff"
"Ireland",55.204,-6.1164,"S2042","Goodland"
"France",43.89,3.63,"S2043","Gornies le Claux"
"Germany",51.67,11.99,"S2050","Görzig-Reinsdorf"
"Sweden",57.71,11.967,"S2051","Göteborg 23:856"
"Germany",51.53,9.92,"S2052","Göttingen"
"Great Britain",51.2667,-2.75,"S2053","Gough's Cave"
"France",44.54,4.73,"S2054","Montelimar, Le Gournier"
"France",44.01,5.22,"S2056","Gramari"
"Netherlands",52.6167,6.6833,"S2057","Gramsbergen I"
"France",48.8667,2.33333,"S2058","GRAND LOUVRE"
"France",45.7333,5.91667,"S2059","GRANDE BARME SAVIGNY"
"France",46.77,5.55,"S2061","GRAPPIN GROTTE"
"Great Britain",54.0717,-1.8747,"S2062","Grassington"
"France",44.7167,1.3,"S2063","Graves"
"Great Britain",51.4049,-1.3185,"S2067","Greenham Dairy Farm"
"France",43.0782,2.37832,"S2068","Greffeil, Les Charbonniers"
"Switzerland",47.3666,8.68493,"S2069","Greifensee-Storen"
"Germany",51.22,10.97,"S2071","Greußen"
"Great Britain",52.4754,0.6786,"S2072","Grimes Graves"
"France",48.4375,3.31771,"S2074","Grisy sur Seine"
"Poland",50.8,23.96,"S2079","Gródek Nadbuzny"
"Belgium",50.4667,4.8667,"S2080","Grognon"
"Germany",51.76,11.7,"S2081","Gröna, Lettenbruch"
"Netherlands",53.2147,6.569,"S2082","Groningen"
"Sweden",57.91,15.9,"S2083","Gröninge"
"Netherlands",53.217,6.3694,"S2084","Grootegast-Niekerk"
"Germany",52.6333,13.8167,"S2085","Gross Fredenwalde"
"Germany",53.72,12.04,"S2086","Groß Upahl"
"Germany",51.11,11.32,"S2087","Großbrembach"
"Germany",50.3,10.41,"S2088","Großeibstadt I"
"Germany",51.55,9.15,"S2089","Borgentreich-Großeneder"
"Germany",51.66,9.9,"S2090","Großenrode I"
"Germany",51.66,9.9,"S2091","Großenrode II"
"Germany",51.61,11.49,"S2092","Großörner"
"Germany",51.73,11.69,"S2093","Großwirschleben, Galgenhügel"
"Belgium",50.22,4.92,"S2133","Grotte de la Martina"
"Belgium",50.37,4.46,"S2136","Grotte des Sarrazins"
"Belgium",50.375,5.5333,"S2137","Grotte du Coléoptère"
"France",45.45,5.89,"S2139","Grotte Tempiette"
"Germany",53.47,9.59,"S2143","Grundoldendorf"
"Germany",51.1749,9.3708,"S2145","Gudensberg, Bürgel"
"France",48.5833,-4.58333,"S2149","GUENNOC"
"France",47.35,-2.34,"S2150","Guerande, site de Sandun"
"France",49.1148,1.85574,"S2151","Guiry en Vexin le Bois Couturier"
"Germany",51.0833,6.5833,"S2155","Gustorf"
"Austria",48.75,16.58,"S2156","Guttenbrunn"
"Netherlands",51.56,5.44,"S2159","Haagakkers"
"Netherlands",52.17,6.72,"S2160","Haaksbergen-Hassinkbrink II"
"Netherlands",51.6833,3.7167,"S2161","Haamstede-Brabers"
"Netherlands",52.3941,4.6408,"S2162","Haarlem, Schoterweg"
"Austria",46.59,14.13,"S2168","Hafnersee"
"Sweden",55.433,14.133,"S2169","Hagestad 2:2"
"Sweden",55.433,14.133,"S2170","Hagestad 22:8"
"Sweden",55.433,14.133,"S2171","Hagestad 7:3b"
"Sweden",55.433,14.133,"S2172","Hagestad 98:1A"
"Germany",51.49,11.899,"S2177","Halle, Dölauer Heide"
"Sweden",57.38,11.99,"S2178","Hallehög"
"France",48.86,2.35,"S2179","HALLES-CHATELET"
"Sweden",58.11,13.52,"S2180","Hallonflickan"
"Germany",53.517,10.15,"S2182","Hamburg-Boberg"
"Netherlands",52.34,5.67,"S2186","Harderwijk, Beekhuizer Zand"
"Netherlands",52.9028,5.5655,"S2187","Harich "
"Great Britain",50.8788,-0.4647,"S2189","Harrow Hill"
"Germany",50.98,6.39,"S2192","Titz-Hasselsweiler"
"Netherlands",52.5642,6.0691,"S2193","Hasselt-Gasthuisstraat"
"Netherlands",53.0364,6.3053,"S2196","Haule"
"Germany",51.84,11.27,"S2197","Hausneindorf"
"Netherlands",52.7792,6.2206,"S2198","Havelte-DE-Doeze 1"
"Netherlands",52.7791,6.2207,"S2199","Havelte-DE-Doeze 2"
"Netherlands",52.779,6.2208,"S2200","Havelte-De-Doeze 3"
"Netherlands",52.77,6.22,"S2201","Havelte-De-Douze"
"Netherlands",52.76,6.23,"S2202","Havelte-Holtingerzand"
"Netherlands",52.7721,6.24017,"S2203","Havelte"
"Great Britain",51.3195,-2.9458,"S2207","Haywood Cave"
"Netherlands",51.94,5.88,"S2209","Hazeputten"
"Great Britain",51.8686,-1.8958,"S2210","Hazleton North"
"Great Britain",54.3493,-4.4759,"S2211","Hearth, charcoal dumps and flint-knapping floor"
"Great Britain",54.9755,-3.0937,"S2212","Hearth"
"Germany",51.85,11.25,"S2215","Hedersleben"
"Germany",52.11,7.1,"S2216","Heek"
"Netherlands",51.8364,4.5634,"S2217","Heerjansdam"
"Germany",52.76,11.06,"S2218","Heidberg-Leetze"
"Germany",53.86,9.81,"S2219","Heidmoor"
"Germany",49.16,9.2,"S2220","Heilbronn-Neckargartach, Hetzenberg"
"Netherlands",51.8261,4.3419,"S2221","Hekelingen 1"
"Germany",51.5,11.58,"S2222","Helfta"
"Great Britain",50.8202,-3.2605,"S2224","Hembury"
"Sweden",57.23,18.58,"S2225","Hemmor"
"Netherlands",53.1645,5.8307,"S2226","Hempens-Waldwei"
"Great Britain",50.7124,-1.7479,"S2227","Hengistbury Head"
"Germany",54.27,11.05,"S2228","Heringsdorf- Süssau"
"Germany",49.14,8.21,"S2229","Herxheim"
"Germany",48.86,11.76,"S2230","Hienheim"
"Great Britain",52.9435,-1.5074,"S2231","High Furlong"
"Great Britain",51.0053,0.1325,"S2232","High Hurstwood"
"Great Britain",51.1218,0.229131,"S2233","High Rocks   "
"Great Britain",51.2841,0.2272,"S2234","High Rocks Shelks"
"Netherlands",52.8972,6.49722,"S2235","Hijken, De Utrecht"
"Netherlands",52.912,6.505,"S2236","Hijkerveld"
"Sweden",55.567,13.05,"S2237","Hindby mosse"
"Sweden",59.35,15.117,"S2239","Hjulberga"
"Switzerland",47.1833,8.28054,"S2241","Hochdorf - Baldegg"
"Belgium",51.25,4.29,"S2245","Hof-ten-Damme"
"Germany",52.17,11.49,"S2246","Hohenwarsleben"
"Germany",51.48,7.97,"S2247","Höingen"
"France",48.56,7.63,"S2249","HOLTZHEIM"
"Germany",52.89,8.37,"S2250","Holzhausen"
"Great Britain",56.6215,-3.9062,"S2251","Home Farm Castle"
"Great Britain",56.5361,-4.1635,"S2252","Home Farm"
"Belgium",51.41,4.97,"S2253","Hoogeinds Voorhoofd"
"Netherlands",53.2065,6.5211,"S2254","Hoogkerk-Ruskenveen"
"Czech Republic",48.4167,18.1667,"S2255","Horné Lefantovce"
"Germany",47.6911,8.9991,"S2256","Hornstaad, Hörnle I"
"Sweden",56.82,12.74,"S2258","Hörsås 6:1"
"Great Britain",51.4635,-0.5361,"S2259","Horton Manor Farm"
"France",43.8,3.83333,"S2260","HORTUS"
"France",50.57,2.99,"S2265","La Pastourelle Houplin Ancoisne"
"Sweden",58.1833,13.4,"S2266","Hovmansg 1:10"
"Denmark",55.91,10.25,"S2267","Hov"
"Netherlands",53.21,6.58,"S2270","HS-16"
"Netherlands",53.21,6.58,"S2271","HS-17"
"Netherlands",53.21,6.58,"S2272","HS-22"
"Netherlands",53.21,6.58,"S2273","HS-30"
"Germany",52.5,8.35,"S2275","Hude I"
"Belgium",51.03,5.46,"S2276","Huizerhof"
"Netherlands",52.3622,5.7325,"S2277","Hulshorst"
"Great Britain",51.5398,-2.91136,"S2278","Human footprint series"
"Switzerland",47.175,8.44604,"S2279","Hüneberg - Chämleten"
"Switzerland",47.175,8.44604,"S2280","Hünenberg-Chämleten, Strandbad"
"Sweden",55.59,12.92,"S2282","Hylliekroken"
"Sweden",55.56,12.96,"S2283","Hyllie"
"Great Britain",53.8614,-2.0623,"S2285","Ickornshaw Moor"
"France",45.776,4.8,"S2291","ILOT CORDIER"
"Germany",49.05,9.24,"S2292","Ilsfeld"
"Great Britain",56.541,-3.424,"S2294","Inchtuthil"
"Germany",50.85,6.35,"S2295","Inden 1"
"Germany",50.85,6.35,"S2296","Inden 3"
"Germany",50.8491,6.3525,"S2297","Inden-Lamersdorf 2"
"Sweden",55.433,14.033,"S2298","Ingelstorp"
"Great Britain",51.3225,-3.0118,"S2299","Intertidal peat"
"Great Britain",55.9997,-3.6822,"S2300","Inveravon"
"Great Britain",55.9304,-3.0405,"S2301","Inveresk"
"Germany",48.0667,9.1833,"S2302","Felsdach Inzigkofen"
"Great Britain",50.9906,-0.7888,"S2303","Iping Common"
"Ireland",53.6344,-7.25959,"S2305","Newlands Cross"
"Sweden",57.8397,18.5895,"S2306","Ire"
"France",43.53,4.97,"S2312","Istres Miouvin"
"Great Britain",50.8251,0.0462,"S2313","Itford Bottom"
"Poland",50.2286,19.9736,"S2315","Iwanovice"
"Germany",54.0647,11.4589,"S2318","Jäckelberg-Nord"
"Sweden",55.56,13.05,"S2320","Jägershill"
"France",49.7,-1.86,"S2322","JARDEHEU"
"Netherlands",53.01,6.2599,"S2324","Jardinga"
"Sweden",55.58,13.22,"S2327","Jättegraven"
"France",45.6667,5.8333,"S2329","Jean-Pierre I"
"Ireland",52.5,-7.1667,"S2332","Jerpoint West"
"Netherlands",52.96,7.1,"S2333","Jipsingboertange"
"France",49.39,2.74,"S2334","Jonquieres, Mont d'Huette"
"Sweden",56.233,12.667,"S2335","Jonstorp"
"France",43.6366,5.63955,"S2337","Jouques dolmen des Cudieres"
"France",45.5883,-0.260947,"S2339","Juillac le Coq"
"Germany",50.9502,6.4183,"S2340","Jülich-Welldorf (Hambach 260)"
"Germany",50.9502,6.4183,"S2341","Jülich-Welldorf (Hambach 471)"
"France",49.7,-1.88,"S2342","JUPINERIE"
"France",49.02,4.27,"S2343","Juvigny \"Les Grands Traquiers\""
"France",49.4499,3.92473,"S2344","Juvincourt-Damary"
"Sweden",55.433,13.967,"S2346","Kabusa"
"Netherlands",52.5588,5.9148,"S2353","Kampen Rijksweg 50"
"Belgium",50.9833,5.35,"S2354","Kapelberg"
"Denmark",54.783,12.033,"S2358","Karleby Log"
"Denmark",58.1497,13.6386,"S2359","Karleby 10"
"Germany",50.38,7.49,"S2360","Kärlich"
"Sweden",55.4738,13.8992,"S2361","Karlsfält"
"Germany",50.53,6.65,"S2362","Mechernich-Weyer \"Kartstein\""
"Germany",51,6.54,"S2364","Kaster"
"Belgium",50.77,2.81,"S2371","Kemmelberg"
"Great Britain",50.4664,-3.5008,"S2372","Kent's Cavern"
"France",47.87,-4.22,"S2374","KERARTHUR"
"France",47.9,-4.14,"S2375","KERGARADEC"
"France",48,-4.48333,"S2376","KERGOGLE"
"Belgium",50.9,3.52,"S2377","Kerkakkers"
"France",47.87,-3.92,"S2378","KERLEAN"
"France",48.52,-4.45,"S2379","KERLIEZOC"
"Netherlands",51.3,5.99,"S2384","Keuperheide"
"Austria",46.58,14.16,"S2385","Keutschacher See"
"Great Britain",51.4861,-0.2859,"S2386","Kew Bridge"
"Austria",48.28,13.46,"S2388","Kicking"
"Netherlands",53.1159,6.8103,"S2389","Kielsterachterweg"
"Great Britain",54.4789,-1.06,"S2390","Kildale"
"Great Britain",56.0985,-6.1829,"S2391","Kildran Burn"
"Ireland",52.1027,-7.7373,"S2392","Kilgreany Cave"
"Great Britain",54.05,-0.3833,"S2393","Kilham"
"Great Britain",54.3152,-4.38,"S2394","Killeaba, IOM"
"Great Britain",55.4883,-5.3117,"S2395","Kilpatrick"
"Great Britain",52.4214,0.768,"S2396","Kilverstone"
"Great Britain",51.8365,-2.6593,"S2397","King Arthur's Cave"
"Great Britain",57.016,-6.28001,"S2398","Kinloch Farm"
"Great Britain",57.0162,-6.2789,"S2399","Kinloch"
"Germany",52.142,10.5874,"S2405","Klein Denkte"
"Germany",53.71,12.06,"S2407","Klein Upahl"
"Germany",54.02,13.29,"S2408","Klein Zastrow"
"Germany",48.8,10.56,"S2409","Kleinsorheim"
"Poland",51.3559,22.1287,"S2410","Klementowice"
"Great Britain",51.3255,-0.61788,"S2415","Knap Hill"
"Great Britain",59.3493,-2.91085,"S2416","Knap of Howar"
"Ireland",54.2752,-6.1852,"S2417","Knockiveagh"
"Ireland",53.7051,-6.4917,"S2419","Knowth"
"Germany",52.25,13.81,"S2420","Kolberg"
"Germany",50.97,6.85,"S2421","Köln-Mengenich"
"Germany",48.58,12.14,"S2422","Kopfham, Galgenberg"
"Sweden",59.15,17.8,"S2425","Korsnäs"
"Poland",52.79,18.16,"S2427","Koscielec Kujawski"
"Germany",51.74,11.98,"S2429","Köthen"
"Germany",51.93,11.3,"S2435","Kroppenstedt"
"Poland",52.74,18.26,"S2439","Krusza Zamkowa 13"
"Poland",50.9295,21.3852,"S2440","Krzemionki"
"Germany",50.04,11.09,"S2443","Kümmersreuth"
"Sweden",57.49,12.06,"S2445","Kungsbacka"
"Sweden",55.58,13.11,"S2448","Kvarnby"
"Sweden",56.78,12.83,"S2449","Kvibille"
"Netherlands",51.9936,5.73806,"S2450","Kwadenoord"
"France",45.79,5.67,"S2451","L'ABBAYE GROTTE DE"
"France",43.9,3.73,"S2453","l'Abbe Pialat Grotte de"
"France",42.6,2.38,"S2457"," l'Engorner Grotte"
"France",46.46,-1.48,"S2458","L'ERAUDIERE"
"France",46.61,0.36,"S2460","L'ESSART"
"France",43.25,2.71,"S2461","l'Horte"
"France",48.96,1.09,"S2462","L'HOTEL DIEU"
"France",48.3833,2.38333,"S2463","L'OUCHE DE BEAUCE"
"France",43.86,5.24,"S2464","Dolmen de L'Ubac"
"France",48.43,3.1,"S2465","LA BACHERE"
"France",46.08,5.33,"S2466","LA BALME A JULIETTE"
"France",45.9,6.28,"S2467","La Balme-de-Thuy \"La Vieille Eglise\""
"France",48.35,-1.3,"S2468","LA BARRAIS"
"France",45.68,-0.17,"S2472","LA BELLOIRE"
"France",43.57,3.45,"S2473","LA BERNAT"
"Belgium",50.6108,3.74386,"S2474","Irchonwelz \"La Bonne Fortune\""
"France",47.28,0.62,"S2475","LA BOUCHARDIERE"
"France",47.39,6.17,"S2476","LA CANE POUCOT GROTTE DE"
"France",42.69,2.84,"S2477","LA CARRERRASSA"
"France",48.3,2.41,"S2480","LA CHAISE"
"France",50.3851,3.04,"S2481","LA CHAUMIERE"
"France",49.95,2.15,"S2482","La Chaussee Tirancourt, La Sence du Bois"
"France",44.46,4.7,"S2483","LA CHAUVE SOURIS GROTTE DE"
"France",46.55,-1.73,"S2484","LA CHEVETELIERE"
"France",46.98,5.1,"S2485","LA CHOULIERE"
"France",45.62,6.8,"S2487","LA COMMUNE 12"
"France",46.53,4.93,"S2488","LA CONDEMINE"
"France",45.7,5.55,"S2490","LA COTE DE MOPARD"
"France",49.7,3.62,"S2493","La Croix Saint Jacques (Crecy-sur-Serre)"
"France",46.94,-1.06,"S2497","LA DUGERIE"
"France",43.79,5.04,"S2498","LA FANFARLINE"
"France",44.78,0.45,"S2499","LA FONTAGUILLIERE"
"France",47.39,1.29,"S2500","LA FONTENILLE"
"France",49.38,3.389,"S2501","LA FOSSE TOUNISE"
"France",43.3,5.43,"S2503","LA FOURRAGERE"
"France",45.45,5.78,"S2504","la Frau"
"France",45.45,5.79,"S2505","La Fru"
"France",46.6,1.51,"S2506","LA GARENNE"
"France",47.1167,-2.1,"S2507","La Girardière"
"France",46.51,0.64,"S2508","LA GOUMOIZIERE"
"France",49.09,-0.35,"S2510","LA GRANDE PIECE"
"France",45.209,5.633,"S2511","La Grande Rivoire"
"France",46.67,-1.29,"S2512","LA GUYONNIERE"
"France",48.42,-0.56,"S2513","LA HAMELINIERE"
"France",48.86,2.56,"S2515","LA HAUTE ILE"
